"spot","parameter","id","experiment","type","condition","value"
"sucrose","FeedingBurstIBI","FB_IBI","57C10","normal","virgin_ff",53.7067924528302
"sucrose","FeedingBurstIBI","FB_IBI","57C10","normal","virgin_ff",74.6172727272727
"sucrose","FeedingBurstIBI","FB_IBI","57C10","normal","virgin_ff",41.3691139240506
"sucrose","FeedingBurstIBI","FB_IBI","57C10","normal","virgin_ff",74.5058620689655
"sucrose","FeedingBurstIBI","FB_IBI","57C10","normal","virgin_ff",86.3509090909091
"sucrose","FeedingBurstIBI","FB_IBI","57C10","normal","virgin_ff",52.411875
"sucrose","FeedingBurstIBI","FB_IBI","57C10","normal","virgin_ff",60.9651923076923
"sucrose","FeedingBurstIBI","FB_IBI","57C10","normal","virgin_ff",73.8155263157895
"sucrose","FeedingBurstIBI","FB_IBI","57C10","normal","virgin_ff",68.979387755102
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",7093
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",1
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",8542
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",1666
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",4969
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",8229
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",5617
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",7648
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",8476
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",12932
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",5591
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",7570
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",9480
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",7889
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",8777
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",9091
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",7612
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",10956
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",9498
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",3937
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",3994
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",4221
"yeast","NumberOfSips","sips_n","57C10","normal","mated_10dS",7378
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",68
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",36
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",153
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",148
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",59
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",41
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",72
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",1
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",18
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",43
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",243
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",369
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",34
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",7
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",275
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",49
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",29
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",23
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",60
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",280
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",131
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",377
"sucrose","NumberOfSips","sips_n","57C10","normal","mated_10dS",123
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",10.3047285464098
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",7.86988847583643
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",10.228813559322
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",7.70749542961609
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",8.58133669609079
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",5.61016949152542
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",6.28436018957346
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",6.60482180293501
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",18.5532233883058
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",16.8446601941748
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",11.8479166666667
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",11.280701754386
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",6.67912371134021
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",10.145896656535
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",7.19042316258352
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",6.66857962697274
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",11.127147766323
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",13.4951923076923
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",7.76119402985075
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",6.57142857142857
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",8.94486215538847
"yeast","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",9.80307692307692
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",7.5
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",6.2
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",10.6923076923077
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",4.42857142857143
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",8
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",4.72727272727273
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",18
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",12.3333333333333
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",6.38709677419355
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",7.47619047619048
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",7
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",3.5
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",7.5
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",14.6666666666667
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",3
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",7.66666666666667
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",6.75
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",7.55555555555556
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",3.5625
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",12.2142857142857
"sucrose","FeedingBurst.nSips","sips_per_burst","57C10","normal","mated_10dS",5.5
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",108
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",0
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",309
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",29
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",264
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",334
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",467
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",533
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",492
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",151
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",63
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",131
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",183
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",496
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",261
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",467
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",276
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",101
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",210
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",108
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",378
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",98
"yeast","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",162
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",4
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",3
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",9
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",16
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",1
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",0
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",3
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",0
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",1
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",2
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",25
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",17
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",4
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",1
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",12
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",3
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",2
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",2
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",4
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",36
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",17
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",28
"sucrose","ActivityBoutNumber","AB_n","57C10","normal","mated_10dS",14
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",18.2871296296296
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",7.74954692556634
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",13.4751724137931
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",6.27159090909091
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",7.59589820359281
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",4.14169164882227
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",4.82844277673546
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",5.72410569105691
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",21.2029139072848
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",22.9406349206349
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",16.1506870229008
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",13.9274863387978
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",4.64266129032258
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",10.0327586206897
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",5.37064239828694
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",8.36050724637681
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",27.6361386138614
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",11.1268571428571
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",13.127037037037
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",4.8781746031746
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",17.7058163265306
"yeast","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",14.4582098765432
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",5.205
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",5.01666666666667
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",5.37333333333333
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",3.390625
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",14.74
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",10.9066666666667
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",5.83
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",7.535
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",4.368
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",7.67352941176471
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",3.6375
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",3.49
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",6.6875
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",4.23666666666667
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",4.615
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",4.135
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",4.5675
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",3.23305555555556
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",3.82470588235294
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",5.48857142857143
"sucrose","ActivityBoutDurarion","AB_duration_mean","57C10","normal","mated_10dS",4.24142857142857
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",1975.01
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",0
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2394.61
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",390.78
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",1655.7
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2537.03
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",1934.17
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2573.56
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2816.26
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",3201.64
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",1445.26
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2115.74
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2548.73
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2302.76
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2618.55
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2508.09
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2307.5
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2791.25
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2336.64
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",1417.72
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",1843.95
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",1735.17
"yeast","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",2342.23
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",20.82
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",15.05
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",48.36
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",54.25
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",14.74
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",0
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",32.72
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",0
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",5.83
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",15.07
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",109.2
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",130.45
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",14.55
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",3.49
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",80.25
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",12.71
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",9.23
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",8.27
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",18.27
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",116.39
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",65.02
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",153.68
"sucrose","ActivityBoutTotalDuration","AB_duration_total","57C10","normal","mated_10dS",59.38
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",3.89196261682243
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",3.57461038961039
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",71.2603571428571
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",6.93764258555133
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",2.89750750750751
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",3.47412017167382
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",1.81526315789474
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",1.59075356415479
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",2.65213333333333
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",18.9251612903226
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",3.85676923076923
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",3.53131868131868
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",2.61725252525253
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",2.77376923076923
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",2.11435622317597
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",1.84992727272727
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",6.2015
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",5.74684210526316
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",11.6209345794393
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",4.65572944297082
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",12.6652577319588
"yeast","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",7.57217391304348
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",858.73
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",1.845
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",416.89125
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",144.981333333333
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",699.325
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",1231.81
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",124.370416666667
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",167.001875
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",68.1366666666667
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",272.436363636364
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",269.395
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",353.94
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",1073.94
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",601.603333333333
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",98.5648571428572
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",115.145
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",122.306296296296
"sucrose","ActivityBoutIBI","AB_IBI","57C10","normal","mated_10dS",160.974615384615
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",571
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",0
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",807
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",118
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",547
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",793
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",649
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",844
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",954
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",667
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",309
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",480
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",741
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",776
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",658
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",898
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",697
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",873
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",624
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",402
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",490
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",399
"yeast","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",650
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",8
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",5
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",13
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",14
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",5
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",0
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",11
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",0
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",1
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",3
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",31
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",42
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",4
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",2
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",32
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",3
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",3
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",3
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",8
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",27
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",16
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",28
"sucrose","FeedingBurstsNumber","FB_n","57C10","normal","mated_10dS",12
"yeast","FeedingBurstsDurations","FB_duration_mean","57C10","normal","mated_10dS",2.10047285464098
"yeast","FeedingBurstsDurations","FB_duration_mean","57C10","normal","mated_10dS",1.42323420074349
"yeast","FeedingBurstsDurations","FB_duration_mean","57C10","normal","mated_10dS",1.84533898305085
"yeast","FeedingBurstsDurations","FB_duration_mean","57C10","normal","mated_10dS",1.694478976234
"yeast","FeedingBurstsDurations","FB_duration_mean","57C10","normal","mated_10dS",1.84954602774275
"yeast","FeedingBurstsDurations","FB_duration_mean","57C10","normal","mated_10dS",1.10989214175655
"yeast","FeedingBurstsDurations","FB_duration_mean","57C10","normal","mated_10dS",1.23009478672986
"yeast","FeedingBurstsDurations","FB_duration_mean","57C10","normal","mated_10dS",1.32388888888889
"yeast","FeedingBurstsDurations","FB_duration_mean","57C10","normal","mated_10dS",4.00796101949026
"yeast","FeedingBurstsDurations","FB_duration_mean","57C10","normal","mated_10dS",3.56346278317152
"yeast","FeedingBurstsDurations","FB_duration_mean","57C10","normal","mated_10dS",2.3875
